clean_tweet,class
so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it.,1
my drugs are green my bitches white,1
adult human skulls found in trash,2
rt thats when you say this bitch aint got no job mlrt,1
when bitches i work with are on there period ...,1
why wld u wanna be a faggot dude? thats faggot like,1
rt on the field in our hearts! what if star derek jeter starred in back to school? yank,2
parker cannon is lyrically beautiful. that bitch comes up with the best lyrics for his songs. like fuck man.,1
hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key!,1
rt tuh! rt when u plan on going to a party and u dont and u gone on twitter da next day amp see dat that hoe did,1
rt i accidentally ate a few fireflies last night while chewing some leaves i found. the shameful yellow glow of my mouth wa,2
thanks bitch,1
rt bae means before anyone else ive been here thinking its a ghetto word for babebaby.,2
rt gabbys a bitch amp turned on my xbox with her nasty foot..,1
them hoes gone be called strvp,1
calling these nasty hoes out! mrs. wells is too real,1
hate a female that got the mentality of a niggah .,1
rt hate fags? the answers yes.,0
i swear i got that shit that make the bitches go insane,1
rt niggaz buying py....niggaz buying py. dont start this hoe shit...,1
rt yall females really be cool with cuffin hoe ass niggas nope. couldnt be me.,1
rt ill fuck a bitch real quick,1
pick a city buy a condo find a fine hoe let some time go chea,1
i titty wrecked ya bitch.,1
im already out that bitch hahaha,1
rt skitdaddle wit that shit hoe,1
both trash but i guess they got tired of chalmers trash starting rt how chalmers lose his job to norris cole? lmfaoooo,1
rt you here good songs on the radio but it aint about positivity its mainly bout hoe problems killing andor moving weight,1
bitches dont wann fxck me no more bitches wanna fxck all my bitches,1
dudes kill me with that i wouldnt mess with khloe kardashian if she aint have money ive seen the hoes yall be hitting get real,1
rt i just wanna spread your legs amp kiss amp lick my way down to your pussy just so i can feel every bit of wetness on my tong,1
nah lemme chill i love the bitches,1
ill pay yall niggas to get lost how much yall hoe niggas gunna cost,1
i wonders why dare aint no colored folk up dare?,2
they trynna hoe geno td throw,1
chops rt does bird call flaps hands,2
like freaky bitch but i fucks with her,1
so politico says rney will win and then goes after gallup for doing the same thing. lmao at you teabaggers morningjoe,2
all my gold is white not yellow.,2
you better. and ima let that bitch slide right now just be on standby.,1
rt if that pussy good umma moan when um eating it.,1
let niggas hate bitches loving it.,1
this is retarded,0
wait n as in nick or m as in mick?,2
rt ugly people taken nerds taken hoes taken everybody taken me,1
just hold on we goin to the crib bitch,1
rt ur pussy smell like dumpster juice,1
rt hoes be having iphone cases and pair of panties..,1
i assume so the tranny went out this morning. i have a maxima.,2
rt kim kardashian is making million from in app purchases from her game. and you all call her dumb bitch shes a damn gen,1
rt its halloween everyday for dykes,1
rt hoes on my jitterbug,1
have you ever slapped a bitch for giving you a big hickey wiggy wiggy wiggy,1
the thinner the eyebrow the crazier the bitch,1
i be try a log on to ig an like pics but bitches dont be posting no pics....,1
i cant with this disrespect ass bitches,1
my pits be stankin from doin dem flows. is hard on a ol colored body in da heat. dem white women be pushy when day want dare flows fixed,2
people gotta bitch about something.,1
aint no bitch got shit on me,1
stfu nigguh ive been reading the manga for the longest and you know that,1
rt i cant handle no liquor but these bitches cant handle me.,1
like dont play with me bitch,1
rt hows it taste mothafucker? mmmhmmm bitch!,1
rt gone kill me bitch nigga dont be a girl about,1
rt i feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change .,1
im dracula bitch dont got a problem smackin a bitch kidnap em attack em with axes n shit,1
you ever randomly woke up and ya bitch standing over you just staring.,1
i miss her but i cant bitch i was the one who fucked up whatever,1
damn took this dumb spic nearly days to respond wuz really good tho beaner?,0
rt i call my penis the titanic because so many bitches went down on it.,1
rose colored glasses only you guys. wvnextin,2
its a problem bitch ya better follow me.... i give ya this dick you then won the lottery.....,1
sent ideas in to voem they only seem to wanna hold testingdrills in nice weather we need to run mock incidents in bad weather night,2
rt if the pussy not fartin u not fuccin right cuh,1
everybodys favorite phrase to try and end an argument you do you and i do me lmao faggots,0
why they playing trash on espn right now.,2
dont make direct eye contact with anything..birds cats nothing lol rt im going out west to bu ...,2
rt bitches love body party but when its time to take da dick the party canceled false advertising ass bitches,1
run in ya spot smash ya hoe fuck on ya couch,1
hoe dont make me put up screenshots of your texts to me hoe,0
rt show me your pussy.,1
rt so why everything u say ghetto u hadda associate it with jordans isnt it obvious ?,1
if you going to the strip club every weekend you will never experience earned pussy.,1
leave dyke,0
rt damn my niggah side bitch got him making her a sandwich,1
ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,1
how are and i supposed talk shit about bitch ass now that he has a twitter?! confused lt,1
i keep running under trees or when birds fly to avoid their erm being targeted by their lack of a digestive system.,2
literally retarded. you were dropped on your head.,1
rt free wop,2
rebelscience ......its about sharing whaddupgt clouds. it not about hogging the windturbines like a fuckin gasbag son of a bitch.....,1
you only bully people you know you can. why you aint do this in the playoffs bitch?,1
danny chris and i should not be allowed out in public together cunts,1
speak english prude ass white bitch,1
these hoes really out here,1
females so dirty bro real talk you gotta play these bitches now day because if you dont they still gonna do it to you,1
this bitch was so ungrateful fr ..... lulwhore,1
googles a bitch your search ann b. davis sexy did not match any image results.,1
he got channing tatum as his bitchim out,1
my bitch pussy multipurpose it take this dick and hide my dope!,1
whats that makeup called on your cheeks? i call it bitch spots lmao,1
guysssss you know what that means maaan most of my friends are hoes this cant be true,1
rt in the me the crow would eat the bear mt obviously not in the me mt bear saves drowning crow an,2
smd bitch,1
rt nobody want no pussy other niggas done had before,1
rt one scout said prado is first team most underrated. gives the yankees a b through could slide to b if needed too.,2
i got a something that pays me hunnit every week only real bitches kno how to manage money,1
its mutual my lil yellow bone,2
rt just spent a good twenty mins trying to teach my bird the skyrim theme song. then i realized that he was a bird.,2
but if we loved again i swear id love you right. btw bitch you better not be googling these lyrics! mine is from the lt,1
rt being a good citizen picking up trash,2
the rick scottcharlie crist ads have been running nearly nonstop in florida for the past week. and they are getting even worse.,2
bitch yu not safe!,1
sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,0
nuh uh rt still counts. rt im only a hoe on twitter bae,1
rt mariano rivera now has a street outside yankee stadium named after him which giants have also had similar honors,2
rt that nerdy fat bitch yes sir she fucked the basedgod lil b,1
rt well done to who correctly answered almeria. yellow and red card so far this season.,2
rt a bitch that dont like you always gone think you ugly.,1
all i wanted was a hundred million dollars and a bad bitch,1
rt well i felt sorry for her before but that was stupid. still though is a bitch who wont try that wit ...,1
yea ho,2
she must not know i got over followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value,1
i cant watch charlie st. cloud because i cry like a little baby. every. single. time.,2
happy bro happy ho happy husband key to marriage? u of c study thinks so,1
rt no sex bitch i only want the decks bitch yugioh,1
nope. super chocolatey yummy brownies.,2
nah some honkey lookin dude at chr,2
lames crying over hoes thats tears of a clown,1
my sister is such a bitch to me when she dont get her way,1
rt i remember i was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips aint tal,1
rt bitch no im talking to her !,1
rt i fucked your bitch a hunned times what the fuck your bitch got on her mind? my fuckin dick..,1
wutkinda r purple. ceeeleeeman this gurl was jus playin on the stupid hoe track. but in still shitted on sum gurls,1
rt no hoes.,1
just had someone under casually ask me what the ff stood for on my car. r u fking serious bitch.,1
rt the fuck you looking at bitch! swerve puts heelys into full gear glides past the bitches,1
